Circle,Region,Division,Office Name,Pincode,Office Type,Delivery Status,District,State,Latitude,Longitude
Telangana Circle,Hyderabad Region,Nizamabad Division,Methusangam B.O,503114,BO,Delivery,KAMAREDDY,TELANGANA,18.3356266,78.1053466
Telangana Circle,Hyderabad Region,Nizamabad Division,Narsannapalli B.O,503102,BO,Delivery,KAMAREDDY,TELANGANA,18.2746869,78.3558637
Telangana Circle,Hyderabad Region,Nizamabad Division,Pondurthy B.O,503102,BO,Delivery,KAMAREDDY,TELANGANA,18.2515275,78.3603341
Telangana Circle,Hyderabad Region,Nizamabad Division,Lingupalli B.O,503102,BO,Delivery,KAMAREDDY,TELANGANA,18.41245,78.689513
Telangana Circle,Hyderabad Region,Nizamabad Division,Adloor B.O,503112,BO,Delivery,KAMAREDDY,TELANGANA,18.3558646,78.329699
Telangana Circle,Hyderabad Region,Nizamabad Division,Polkampet B.O,503124,BO,Delivery,KAMAREDDY,TELANGANA,18.1745669,78.1611606
Telangana Circle,Hyderabad Region,Nizamabad Division,Gundekallur B.O,503309,BO,Delivery,KAMAREDDY,TELANGANA,18.4592782,77.7291779
Telangana Circle,Hyderabad Region,Nizamabad Division,Malthummeda B.O,503108,BO,Delivery,KAMAREDDY,TELANGANA,18.1047959,78.1546553
Telangana Circle,Hyderabad Region,Nizamabad Division,Kodapkal Kalan B.O,503310,BO,Delivery,KAMAREDDY,TELANGANA,18.2892081,77.7583006
Telangana Circle,Hyderabad Region,Nizamabad Division,Godmegaon B.O,503310,BO,Delivery,KAMAREDDY,TELANGANA,18.2316507,77.756802
Telangana Circle,Hyderabad Region,Nizamabad Division,Baswannapalli B.O,503110,BO,Delivery,KAMAREDDY,TELANGANA,18.242585,78.3007866
Telangana Circle,Hyderabad Region,Nizamabad Division,Chinnamallareddy B.O,503110,BO,Delivery,KAMAREDDY,TELANGANA,18.2632537,78.3335367
Telangana Circle,Hyderabad Region,Nizamabad Division,Chitial B.O,503110,BO,Delivery,KAMAREDDY,TELANGANA,18.259275,78.2497883
Telangana Circle,Hyderabad Region,Nizamabad Division,Moshampur B.O,503144,BO,Delivery,KAMAREDDY,TELANGANA,18.4105263,78.3219411
Telangana Circle,Hyderabad Region,Nizamabad Division,Uppalwai B.O,503144,BO,Delivery,KAMAREDDY,TELANGANA,18.4180562,78.3278988
Telangana Circle,Hyderabad Region,Nizamabad Division,Mathumal B.O,503122,BO,Delivery,KAMAREDDY,TELANGANA,18.1274036,78.0083714
Telangana Circle,Hyderabad Region,Nizamabad Division,Karadpalli B.O,503120,BO,Delivery,KAMAREDDY,TELANGANA,18.3625628,78.1832829
Telangana Circle,Hyderabad Region,Nizamabad Division,Nandiwada B.O,503120,BO,Delivery,KAMAREDDY,TELANGANA,18.266342,78.222613
Telangana Circle,Hyderabad Region,Nizamabad Division,Kandagaon B.O,503235,BO,Delivery,NIZAMABAD,TELANGANA,18.7458966,77.947735
Telangana Circle,Hyderabad Region,Nizamabad Division,Pentakalan B.O,503235,BO,Delivery,NIZAMABAD,TELANGANA,18.7458966,77.947735
Telangana Circle,Hyderabad Region,Nizamabad Division,Satapur B.O,503235,BO,Delivery,NIZAMABAD,TELANGANA,18.7584812,77.9256016
Telangana Circle,Hyderabad Region,Nizamabad Division,Kistapur B.O,503321,BO,Delivery,KAMAREDDY,TELANGANA,18.4491407,77.8153681
Telangana Circle,Hyderabad Region,Nizamabad Division,Nasrullabad B.O,503321,BO,Delivery,KAMAREDDY,TELANGANA,18.4842409,77.86523
Telangana Circle,Hyderabad Region,Nizamabad Division,Thimmapuram B.O,503321,BO,Delivery,KAMAREDDY,TELANGANA,18.4646473,77.8019238
Telangana Circle,Hyderabad Region,Nizamabad Division,Raithunagar B.O,503185,BO,Delivery,NIZAMABAD,TELANGANA,18.6792758,77.8430506
Telangana Circle,Hyderabad Region,Nizamabad Division,Mavandikalan B.O,503185,BO,Delivery,NIZAMABAD,TELANGANA,18.7154871,77.8797369
Telangana Circle,Hyderabad Region,Nizamabad Division,Badsi B.O,503230,BO,Delivery,NIZAMABAD,TELANGANA,18.647018,78.133392
Telangana Circle,Hyderabad Region,Nizamabad Division,Bardipur B.O,503230,BO,Delivery,NIZAMABAD,TELANGANA,18.647018,78.133392
Telangana Circle,Hyderabad Region,Nizamabad Division,Manchippa B.O,503230,BO,Delivery,NIZAMABAD,TELANGANA,18.647018,78.133392
Telangana Circle,Hyderabad Region,Nizamabad Division,Jamlam B.O,503202,BO,Delivery,NIZAMABAD,TELANGANA,18.6905946,77.974138
Telangana Circle,Hyderabad Region,Nizamabad Division,Kurnapalli B.O,503202,BO,Delivery,NIZAMABAD,TELANGANA,18.6937116,78.052145
Telangana Circle,Hyderabad Region,Nizamabad Division,Thanakalan B.O,503202,BO,Delivery,NIZAMABAD,TELANGANA,18.6937116,78.052145
Telangana Circle,Hyderabad Region,Nizamabad Division,Ailapur B.O,503246,BO,Delivery,NIZAMABAD,TELANGANA,18.8313814,78.089023
Telangana Circle,Hyderabad Region,Nizamabad Division,Binola B.O,503246,BO,Delivery,NIZAMABAD,TELANGANA,18.8534023,78.0339875
Telangana Circle,Hyderabad Region,Nizamabad Division,Gullabuzrug B.O,503305,BO,Delivery,KAMAREDDY,TELANGANA,18.3649883,77.539875
Telangana Circle,Hyderabad Region,Nizamabad Division,Khandeballur B.O,503305,BO,Delivery,KAMAREDDY,TELANGANA,18.3422966,77.6514133
Telangana Circle,Hyderabad Region,Nizamabad Division,Jillapalli B.O,503207,BO,Delivery,NIZAMABAD,TELANGANA,18.5509461,77.7873264
Telangana Circle,Hyderabad Region,Nizamabad Division,Govur B.O,503206,BO,Delivery,NIZAMABAD,TELANGANA,18.5981949,77.94845
Telangana Circle,Hyderabad Region,Nizamabad Division,Malkapoor B.O,503206,BO,Delivery,NIZAMABAD,TELANGANA,18.5998553,77.9993976
Telangana Circle,Hyderabad Region,Nizamabad Division,Ananthagiri B.O,503186,BO,Delivery,NIZAMABAD,TELANGANA,18.7362983,78.0571916
Telangana Circle,Hyderabad Region,Nizamabad Division,Pocharam B.O,503186,BO,Delivery,NIZAMABAD,TELANGANA,18.71002,77.9981733
Telangana Circle,Hyderabad Region,Nizamabad Division,Arsapalli B.O,503186,BO,Delivery,NIZAMABAD,TELANGANA,18.6845544,78.0773742
Telangana Circle,Hyderabad Region,Nizamabad Division,Old Varni B.O,503201,BO,Delivery,NIZAMABAD,TELANGANA,18.5407388,77.9194592
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothapalli B.O,505497,BO,Delivery,HANUMAKONDA,TELANGANA,18.0843233,79.3851933
Telangana Circle,Hyderabad Region,Peddapalli Division,Ithrajpalle B.O,505186,BO,Delivery,KARIMNAGAR,TELANGANA,18.5116556,79.2236202
Telangana Circle,Hyderabad Region,Peddapalli Division,Mukdampur B.O,505186,BO,Delivery,KARIMNAGAR,TELANGANA,18.4729098,79.2167847
Telangana Circle,Hyderabad Region,Peddapalli Division,Chamanpalli B.O,505186,BO,Delivery,KARIMNAGAR,TELANGANA,18.5128424,79.1901559
Telangana Circle,Hyderabad Region,Peddapalli Division,Madipalli B.O,505122,BO,Delivery,KARIMNAGAR,TELANGANA,18.2549883,79.4829016
Telangana Circle,Hyderabad Region,Peddapalli Division,Madannapet B.O,505102,BO,Delivery,HANUMAKONDA,TELANGANA,18.1703266,79.5957816
Telangana Circle,Hyderabad Region,Peddapalli Division,Kaniparthi B.O,505102,BO,Delivery,HANUMAKONDA,TELANGANA,18.151865,79.5125499
Telangana Circle,Hyderabad Region,Peddapalli Division,Timmapur B.O,505102,BO,Delivery,HANUMAKONDA,TELANGANA,16.6138273,78.9505003
Telangana Circle,Hyderabad Region,Peddapalli Division,Kanaparthi B.O,505129,BO,Delivery,KARIMNAGAR,TELANGANA,18.3266963,79.4079001
Telangana Circle,Hyderabad Region,Peddapalli Division,Valbhapur B.O,505129,BO,Delivery,KARIMNAGAR,TELANGANA,18.3173492,79.4371499
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothaghat B.O,505490,BO,Delivery,KARIMNAGAR,TELANGANA,18.2639233,79.3362383
Telangana Circle,Hyderabad Region,Peddapalli Division,Madupalli B.O,505162,BO,Delivery,PEDDAPALLI,TELANGANA,18.5155432,79.449063
Telangana Circle,Hyderabad Region,Peddapalli Division,Moolasala B.O,505162,BO,Delivery,PEDDAPALLI,TELANGANA,18.5451295,79.4288607
Telangana Circle,Hyderabad Region,Peddapalli Division,Muttaram B.O,505470,BO,Delivery,KARIMNAGAR,TELANGANA,18.3320233,79.31671
Telangana Circle,Hyderabad Region,Peddapalli Division,Mallaram B.O,505471,BO,Delivery,HANUMAKONDA,TELANGANA,18.0283883,79.282015
Telangana Circle,Hyderabad Region,Peddapalli Division,Yerrapalli B.O,505471,BO,Delivery,HANUMAKONDA,TELANGANA,18.0273599,79.3513383
Telangana Circle,Hyderabad Region,Peddapalli Division,Vegurpalli B.O,505505,BO,Delivery,KARIMNAGAR,TELANGANA,18.4698287,79.2947145
Telangana Circle,Hyderabad Region,Peddapalli Division,Komera B.O,505152,BO,Delivery,PEDDAPALLI,TELANGANA,18.4240211,79.465738
Telangana Circle,Hyderabad Region,Peddapalli Division,Gumpula B.O,505152,BO,Delivery,PEDDAPALLI,TELANGANA,18.4098826,79.5211359
Telangana Circle,Hyderabad Region,Peddapalli Division,Mogalipalam B.O,505474,BO,Delivery,KARIMNAGAR,TELANGANA,18.2683149,79.2478833
Telangana Circle,Hyderabad Region,Peddapalli Division,Vilasagar B.O,505475,BO,Delivery,KARIMNAGAR,TELANGANA,18.3766766,79.510565
Telangana Circle,Hyderabad Region,Peddapalli Division,Deshaipalli B.O,505502,BO,Delivery,KARIMNAGAR,TELANGANA,18.405397,79.3701406
Telangana Circle,Hyderabad Region,Peddapalli Division,Dongathurthi B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,18.6941516,79.2989033
Telangana Circle,Hyderabad Region,Peddapalli Division,Kanagarthy B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,18.6776683,79.3561407
Telangana Circle,Hyderabad Region,Peddapalli Division,Narsimhulapalli B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,18.708517,79.276458
Telangana Circle,Hyderabad Region,Peddapalli Division,Paidichinthalapalli B.O,505187,BO,Delivery,PEDDAPALLI,TELANGANA,18.732615,79.310311
Telangana Circle,Hyderabad Region,Peddapalli Division,Kothur B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,18.5838484,79.2742354
Telangana Circle,Hyderabad Region,Peddapalli Division,Dhulkatta B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,18.583883,79.2744048
Telangana Circle,Hyderabad Region,Peddapalli Division,Telkunta B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,18.596932,79.2300733
Telangana Circle,Hyderabad Region,Peddapalli Division,Wadakapur B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,18.6183603,79.2850812
Telangana Circle,Hyderabad Region,Peddapalli Division,Julapalli B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,18.6304482,79.2424713
Telangana Circle,Hyderabad Region,Peddapalli Division,Sultanpur B.O,505525,BO,Delivery,PEDDAPALLI,TELANGANA,18.5298975,79.2367372
Telangana Circle,Hyderabad Region,Peddapalli Division,Maredpak B.O,505209,BO,Delivery,PEDDAPALLI,TELANGANA,18.6852945,79.5193409
Telangana Circle,Hyderabad Region,Peddapalli Division,Bayyaram B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.5945144,79.9365172
Telangana Circle,Hyderabad Region,Peddapalli Division,Singampalli B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.58073,80.18462
Telangana Circle,Hyderabad Region,Peddapalli Division,Regulagudem B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.6206,79.87524
Telangana Circle,Hyderabad Region,Peddapalli Division,Prathapagiri B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.625616,79.993083
Telangana Circle,Hyderabad Region,Peddapalli Division,Polaram B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.53253,79.97826
Telangana Circle,Hyderabad Region,Peddapalli Division,Chidinapalli B.O,505503,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.62901,79.97067
Telangana Circle,Hyderabad Region,Peddapalli Division,Bommapur B.O,505504,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.707735,79.9933683
Telangana Circle,Hyderabad Region,Peddapalli Division,Suraram B.O,505504,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.7023233,80.0349466
Telangana Circle,Hyderabad Region,Peddapalli Division,Maddulapalli B.O,505504,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.8174,79.84595
Telangana Circle,Hyderabad Region,Peddapalli Division,Dammur B.O,505504,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.43627,79.87249
Telangana Circle,Hyderabad Region,Peddapalli Division,Mukunoor B.O,505504,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.60317,80.31711
Telangana Circle,Hyderabad Region,Peddapalli Division,Rapallikota B.O,505504,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,18.67226,80.03454
Telangana Circle,Hyderabad Region,Peddapalli Division,Adivisomanpalli B.O,505184,BO,Delivery,PEDDAPALLI,TELANGANA,18.6107796,79.7971371
Telangana Circle,Hyderabad Region,Peddapalli Division,Gunjapadaga B.O,505184,BO,Delivery,PEDDAPALLI,TELANGANA,18.6985158,79.6057109
Telangana Circle,Hyderabad Region,Peddapalli Division,POTHARAM BO,505184,BO,Delivery,PEDDAPALLI,TELANGANA,18.694,79.64
Telangana Circle,Hyderabad Region,Peddapalli Division,NAGARAMPALLI BO,505184,BO,Delivery,PEDDAPALLI,TELANGANA,18.626,79.608
Telangana Circle,Hyderabad Region,Peddapalli Division,Chegaon B.O,505416,BO,Delivery,Jagitial,TELANGANA,18.8091783,79.2763133
Telangana Circle,Hyderabad Region,Peddapalli Division,Maredgonda B.O,505174,BO,Delivery,PEDDAPALLI,TELANGANA,18.6021684,79.3126584
Telangana Circle,Hyderabad Region,Peddapalli Division,Rampalli B.O,505174,BO,Delivery,PEDDAPALLI,TELANGANA,18.5835866,79.4099283
Telangana Circle,Hyderabad Region,Peddapalli Division,BOMPALLI BO,505174,BO,Delivery,PEDDAPALLI,TELANGANA,18.655,79.366
Telangana Circle,Hyderabad Region,Peddapalli Division,Kodurpak B.O,505185,BO,Delivery,PEDDAPALLI,TELANGANA,18.5842957,79.3268816
Telangana Circle,Hyderabad Region,Peddapalli Division,Thogurai B.O,505185,BO,Delivery,PEDDAPALLI,TELANGANA,18.4674636,79.356314
Telangana Circle,Hyderabad Region,Peddapalli Division,Narayanapur B.O,505185,BO,Delivery,PEDDAPALLI,TELANGANA,18.2170555,79.1415178
Telangana Circle,Hyderabad Region,Peddapalli Division,SHAYAMPET BO,505416,BO,Delivery,Jagitial,TELANGANA,18.726,79.231
Telangana Circle,Hyderabad City Region,Sangareddy Division,Devnoor B.O,502269,BO,Delivery,SANGAREDDY,TELANGANA,17.89207752,77.85495837
Telangana Circle,Hyderabad City Region,Sangareddy Division,Korpole B.O,502273,BO,Delivery,SANGAREDDY,TELANGANA,17.78673864,78.07237241
Telangana Circle,Hyderabad City Region,Sangareddy Division,Mudimanik B.O,502273,BO,Delivery,SANGAREDDY,TELANGANA,17.76729656,78.00858499
Telangana Circle,Hyderabad City Region,Sangareddy Division,Choutkur B.O,502273,BO,Delivery,SANGAREDDY,TELANGANA,17.75087311,78.09053458
Telangana Circle,Hyderabad City Region,Sangareddy Division,Chitkul B.O,502307,BO,Delivery,SANGAREDDY,TELANGANA,17.55909,78.223165
Telangana Circle,Hyderabad City Region,Sangareddy Division,Lakdaram B.O,502307,BO,Delivery,SANGAREDDY,TELANGANA,17.584966,78.201686
Telangana Circle,Hyderabad City Region,Sangareddy Division,Pashamailaram B.O,502307,BO,Delivery,SANGAREDDY,TELANGANA,17.52769,78.191163
Telangana Circle,Hyderabad City Region,Sangareddy Division,Bodupatla B.O,502296,BO,Delivery,SANGAREDDY,TELANGANA,17.67366734,78.16823001
Telangana Circle,Hyderabad City Region,Sangareddy Division,Chidruppa B.O,502296,BO,Delivery,SANGAREDDY,TELANGANA,17.62325719,78.21086589
Telangana Circle,Hyderabad City Region,Sangareddy Division,Chintalcheru B.O,502296,BO,Delivery,SANGAREDDY,TELANGANA,17.65060904,78.23639873
Telangana Circle,Hyderabad City Region,Sangareddy Division,Neredigunta B.O,502270,BO,Delivery,SANGAREDDY,TELANGANA,17.85398995,78.00483747
Telangana Circle,Hyderabad City Region,Sangareddy Division,Posanipet B.O,502270,BO,Delivery,SANGAREDDY,TELANGANA,17.85436964,78.07971346
Telangana Circle,Hyderabad City Region,Sangareddy Division,Dakoor B.O,502270,BO,Delivery,SANGAREDDY,TELANGANA,17.8263837,78.02855373
Telangana Circle,Hyderabad City Region,Sangareddy Division,Lonikurd B.O,502345,BO,Delivery,SANGAREDDY,TELANGANA,17.752767,77.83788
Telangana Circle,Hyderabad City Region,Sangareddy Division,Kalivemula B.O,502285,BO,Delivery,SANGAREDDY,TELANGANA,17.545337,78.09559
Telangana Circle,Hyderabad City Region,Sangareddy Division,Kanchanpally B.O,502316,BO,Delivery,MEDAK,TELANGANA,17.9016301,78.25329607
Telangana Circle,Hyderabad City Region,Sangareddy Division,Mohammed Nagar B.O,502316,BO,Delivery,MEDAK,TELANGANA,17.87637332,78.19490482
Telangana Circle,Hyderabad City Region,Sangareddy Division,Tunki B.O,502316,BO,Delivery,MEDAK,TELANGANA,17.80751877,78.22802811
Telangana Circle,Hyderabad City Region,Sangareddy Division,Tadlapally B.O,502294,BO,Delivery,SANGAREDDY,TELANGANA,17.6408258,78.08653118
Telangana Circle,Hyderabad City Region,Sangareddy Division,Nagulapalli B.O,502300,BO,Delivery,SANGAREDDY,TELANGANA,17.462748,78.237151
Telangana Circle,Hyderabad City Region,Sangareddy Division,Nandigaon B.O,502300,BO,Delivery,SANGAREDDY,TELANGANA,17.505218,78.200251
Telangana Circle,Hyderabad City Region,Sangareddy Division,Pati B.O,502300,BO,Delivery,SANGAREDDY,TELANGANA,17.502912,78.24044
Telangana Circle,Hyderabad City Region,Sangareddy Division,Kondapur B.O,502306,BO,Delivery,SANGAREDDY,TELANGANA,17.55894,78.012082
Telangana Circle,Hyderabad City Region,Sangareddy Division,Peddapur B.O,502306,BO,Delivery,SANGAREDDY,TELANGANA,17.613341,78.026873
Telangana Circle,Hyderabad City Region,Sangareddy Division,Peddagottimukla B.O,502313,BO,Delivery,MEDAK,TELANGANA,17.75324238,78.37974295
Telangana Circle,Hyderabad City Region,Sangareddy Division,Bachepally B.O,502371,BO,Delivery,SANGAREDDY,TELANGANA,18.1422649,77.87655625
Telangana Circle,Hyderabad City Region,Sangareddy Division,Jinnaram B.O,502319,BO,Delivery,SANGAREDDY,TELANGANA,17.631321,78.332616
Telangana Circle,Hyderabad City Region,Sangareddy Division,Chetlapotharam B.O,502319,BO,Delivery,SANGAREDDY,TELANGANA,17.602743,78.372108
Telangana Circle,Hyderabad City Region,Sangareddy Division,R ITIKYAL BO,502290,BO,Delivery,MEDAK,TELANGANA,17.9504,77.894
Telangana Circle,Hyderabad City Region,Sangareddy Division,Tangadpalli B.O,502291,BO,Delivery,SANGAREDDY,TELANGANA,17.597711,77.884591
Telangana Circle,Hyderabad City Region,Sangareddy Division,Gonglur B.O,502293,BO,Delivery,SANGAREDDY,TELANGANA,17.69048741,78.05361386
Telangana Circle,Hyderabad City Region,Sangareddy Division,Satwar B.O,502221,BO,Delivery,SANGAREDDY,TELANGANA,17.6953108,77.4825822
Telangana Circle,Hyderabad City Region,Sangareddy Division,Dappur B.O,502251,BO,Delivery,SANGAREDDY,TELANGANA,17.86881652,77.62424918
Telangana Circle,Hyderabad City Region,Sangareddy Division,Pothareddypally B.O,502210,BO,Delivery,SANGAREDDY,TELANGANA,17.6090126,77.7652589
Telangana Circle,Hyderabad City Region,Sangareddy Division,Machireddypally B.O,502210,BO,Delivery,SANGAREDDY,TELANGANA,17.61287737,77.68335288
Telangana Circle,Hyderabad City Region,Sangareddy Division,Didgi B.O,502228,BO,Delivery,SANGAREDDY,TELANGANA,17.72670466,77.60086288
Telangana Circle,Hyderabad City Region,Sangareddy Division,Mamidgi B.O,502249,BO,Delivery,SANGAREDDY,TELANGANA,17.81049528,77.5555516
Telangana Circle,Hyderabad City Region,Sangareddy Division,Abbenda B.O,502286,BO,Delivery,SANGAREDDY,TELANGANA,18.0559203,77.71832389
Telangana Circle,Hyderabad City Region,Sangareddy Division,Ananthasagar B.O,502286,BO,Delivery,SANGAREDDY,TELANGANA,18.00597648,77.81381842
Telangana Circle,Hyderabad City Region,Sangareddy Division,Bellapur B.O,502286,BO,Delivery,SANGAREDDY,TELANGANA,17.94853394,77.72638323
Telangana Circle,Hyderabad City Region,Sangareddy Division,Hoti  B.O,502318,BO,Delivery,SANGAREDDY,TELANGANA,17.65902756,77.58176793
Telangana Circle,Hyderabad City Region,Sangareddy Division,Naganpally B.O,502287,BO,Delivery,SANGAREDDY,TELANGANA,18.15740955,77.69436861
Telangana Circle,Hyderabad City Region,Sangareddy Division,Bibipet B.O,502287,BO,Delivery,SANGAREDDY,TELANGANA,18.15862543,77.79464915
Telangana Circle,Hyderabad City Region,Sangareddy Division,Jeerlapally B.O,502246,BO,Delivery,SANGAREDDY,TELANGANA,17.738336,77.76716
Telangana Circle,Hyderabad Region,Suryapet Division,Ganugabanda B.O,508201,BO,Delivery,SURYAPET,TELANGANA,16.8445835,79.7721086
Telangana Circle,Hyderabad Region,Suryapet Division,Medaram B.O,508201,BO,Delivery,SURYAPET,TELANGANA,16.6901328,79.1315095
Telangana Circle,Hyderabad Region,Suryapet Division,Ponugode B.O,508201,BO,Delivery,SURYAPET,TELANGANA,16.9232212,79.728246
Telangana Circle,Hyderabad Region,Suryapet Division,Karakkayala Gudem B.O,508204,BO,Delivery,SURYAPET,TELANGANA,16.9503703,79.868953
Telangana Circle,Hyderabad Region,Suryapet Division,Sarvaram B.O,508204,BO,Delivery,SURYAPET,TELANGANA,16.8880432,79.7979577
Telangana Circle,Hyderabad Region,Suryapet Division,Chirumarthy B.O,508374,BO,Delivery,NALGONDA,TELANGANA,17.0591321,79.5025987
Telangana Circle,Hyderabad Region,Suryapet Division,Kannekal B.O,508374,BO,Delivery,NALGONDA,TELANGANA,17.6542,80.0298
Telangana Circle,Hyderabad Region,Suryapet Division,Salkunoor B.O,508374,BO,Delivery,NALGONDA,TELANGANA,17.0168425,79.5522868
Telangana Circle,Hyderabad Region,Suryapet Division,Chintriyala B.O,508246,BO,Delivery,SURYAPET,TELANGANA,16.763314,79.9879867
Telangana Circle,Hyderabad Region,Suryapet Division,Gudimalkapuram B.O,508246,BO,Delivery,SURYAPET,TELANGANA,16.8276315,79.9260912
Telangana Circle,Hyderabad Region,Suryapet Division,Revoor B.O,508246,BO,Delivery,SURYAPET,TELANGANA,16.8204074,79.9929736
Telangana Circle,Hyderabad Region,Suryapet Division,Thammavaram B.O,508246,BO,Delivery,SURYAPET,TELANGANA,16.8276313,79.9260915
Telangana Circle,Hyderabad Region,Suryapet Division,Bodaladinne B.O,508218,BO,Delivery,SURYAPET,TELANGANA,16.881137,79.6511793
Telangana Circle,Hyderabad Region,Suryapet Division,Tummadam B.O,508278,BO,Delivery,NALGONDA,TELANGANA,16.7899633,79.4558284
Telangana Circle,Hyderabad Region,Suryapet Division,Ibrahimpet B.O,508278,BO,Delivery,NALGONDA,TELANGANA,16.7942207,79.3358781
Telangana Circle,Hyderabad Region,Suryapet Division,Babasahebpet B.O,508208,BO,Delivery,NALGONDA,TELANGANA,16.8554144,79.4822595
Telangana Circle,Hyderabad Region,Suryapet Division,Devulapally Kalan B.O,508208,BO,Delivery,NALGONDA,TELANGANA,16.8865714,79.4706123
Telangana Circle,Hyderabad Region,Suryapet Division,Molkacharla B.O,508208,BO,Delivery,NALGONDA,TELANGANA,16.7338928,79.5070535
Telangana Circle,Hyderabad Region,Suryapet Division,Takkellapahad B.O,508208,BO,Delivery,NALGONDA,TELANGANA,17.0012936,79.619344
Telangana Circle,Hyderabad Region,Suryapet Division,Indloor B.O,508247,BO,Delivery,NALGONDA,TELANGANA,17.0615778,79.4224999
Telangana Circle,Hyderabad Region,Suryapet Division,Chetlachennaram B.O,508247,BO,Delivery,NALGONDA,TELANGANA,16.9340446,79.2924088
Telangana Circle,Hyderabad Region,Suryapet Division,Chinnamadharam B.O,508247,BO,Delivery,NALGONDA,TELANGANA,16.9318368,79.3058186
Telangana Circle,Hyderabad Region,Suryapet Division,Molkapatnam B.O,508217,BO,Delivery,NALGONDA,TELANGANA,16.9755995,79.5567644
Telangana Circle,Hyderabad Region,Suryapet Division,Ravulapenta B.O,508217,BO,Delivery,NALGONDA,TELANGANA,17.0119622,79.5690666
Telangana Circle,Hyderabad Region,Suryapet Division,Dilawarpur B.O,508355,BO,Delivery,NALGONDA,TELANGANA,16.7957303,79.5864896
Telangana Circle,Hyderabad Region,Suryapet Division,Damaracherla B.O,508355,BO,Delivery,NALGONDA,TELANGANA,16.7251757,79.6458245
Telangana Circle,Hyderabad Region,Suryapet Division,Kallepalle B.O.,508355,BO,Delivery,NALGONDA,TELANGANA,16.7452,79.5693
Telangana Circle,Hyderabad Region,Suryapet Division,Kuchipudi B.O,508238,BO,Delivery,SURYAPET,TELANGANA,16.903935,79.9982643
Telangana Circle,Hyderabad Region,Suryapet Division,Chintalacheruvu B.O,508214,BO,Delivery,SURYAPET,TELANGANA,17.1459563,79.6264253
Telangana Circle,Hyderabad Region,Suryapet Division,Chivemula B.O,508214,BO,Delivery,SURYAPET,TELANGANA,17.0923697,79.6020141
Telangana Circle,Hyderabad Region,Suryapet Division,Gajulamalkapuram B.O,508214,BO,Delivery,SURYAPET,TELANGANA,17.0217989,79.7524488
Telangana Circle,Hyderabad Region,Suryapet Division,Penpahad B.O,508214,BO,Delivery,SURYAPET,TELANGANA,17.0250969,79.6825945
Telangana Circle,Hyderabad Region,Suryapet Division,Talla Khammam Pahad B.O,508214,BO,Delivery,SURYAPET,TELANGANA,17.0689294,79.6225582
Telangana Circle,Hyderabad Region,Suryapet Division,Dugenevally B.O,508205,BO,Delivery,NALGONDA,TELANGANA,17.1826126,79.2845375
Telangana Circle,Hyderabad Region,Suryapet Division,Dwarakunta B.O,508206,BO,Delivery,SURYAPET,TELANGANA,16.995335,79.97275
Telangana Circle,Hyderabad Region,Suryapet Division,Shantinagar B.O,508206,BO,Delivery,SURYAPET,TELANGANA,17.0424621,80.018592
Telangana Circle,Hyderabad Region,Suryapet Division,Singavaram B.O,508206,BO,Delivery,SURYAPET,TELANGANA,17.0554704,79.9358971
Telangana Circle,Hyderabad Region,Suryapet Division,Gondriyala B.O,508206,BO,Delivery,SURYAPET,TELANGANA,17.0079735,80.0370928
Telangana Circle,Hyderabad Region,Suryapet Division,Akupamula B.O,508233,BO,Delivery,SURYAPET,TELANGANA,17.0111253,79.9030616
Telangana Circle,Hyderabad Region,Suryapet Division,Mukundapuram B.O,508233,BO,Delivery,SURYAPET,TELANGANA,17.0513246,79.8377259
Telangana Circle,Hyderabad Region,Suryapet Division,Taduvai B.O,508233,BO,Delivery,SURYAPET,TELANGANA,17.0561056,79.8050012
Andhra Pradesh Circle,Vijayawada Region,Eluru Division,Ganapavaram,534455,BO,Delivery,Eluru,ANDHRA PRADESH,17.1352013,81.1065055
